PLANT_NAME,MATERIAL_NAME,YEAR_MONTH,STOCK_MT,STOCK_SELL_VALUE,INBOUND_MT,OUTBOUND_MT,POLYMER_TYPE,SHELF_LIFE_IN_MONTH,NET_CHANGE_MT,CALCULATED_INVENTORY_MT,DATE
CHINA-WAREHOUSE,MAT-0197,2024-08,1136.1750000000002,5795259.0,0.0,342.5,P-002,9,-342.5,1137.3,2024-08-01
CHINA-WAREHOUSE,MAT-0197,2024-09,567.4,2894506.0,0.0,568.79,P-002,9,-568.79,568.51,2024-09-01
CHINA-WAREHOUSE,MAT-0197,2024-10,29.625,151854.0,0.0,537.31,P-002,9,-537.31,31.200000000000045,2024-10-01
CHINA-WAREHOUSE,MAT-0197,2024-11,0.05,255.0,153.0,29.59,P-002,9,123.41,154.61000000000004,2024-11-01
CHINA-WAREHOUSE,MAT-0197,2024-12,76.5,390150.0,0.0,127.43,P-002,9,-127.43,27.180000000000035,2024-12-01
CHINA-WAREHOUSE,MAT-0198,2023-12,573.375,1817672.0,394.525,0.0,P-001,6,394.525,394.525,2023-12-01
CHINA-WAREHOUSE,MAT-0198,2024-01,715.75,2247458.0,0.0,257.59,P-001,6,-257.59,136.935,2024-01-01
CHINA-WAREHOUSE,MAT-0198,2024-02,616.675,1936362.0,740.925,99.0,P-001,6,641.925,778.8599999999999,2024-02-01
CHINA-WAREHOUSE,MAT-0198,2024-03,690.45,2168015.0,0.0,247.54,P-001,6,-247.54,531.3199999999999,2024-03-01
CHINA-WAREHOUSE,MAT-0198,2024-04,342.525,1075531.0,0.0,767.3,P-001,6,-767.3,-235.98000000000002,2024-04-01
CHINA-WAREHOUSE,MAT-0198,2024-05,317.34999999999997,996481.0,393.9,25.16,P-001,6,368.73999999999995,132.75999999999993,2024-05-01
CHINA-WAREHOUSE,MAT-0198,2024-06,1007.075,3162222.0,492.625,196.82,P-001,6,295.805,428.56499999999994,2024-06-01
CHINA-WAREHOUSE,MAT-0198,2024-07,1007.3,3162928.0,0.30000000000000004,0.0,P-001,6,0.30000000000000004,428.86499999999995,2024-07-01
CHINA-WAREHOUSE,MAT-0198,2024-08,833.575,2618372.0,1084.95,173.37,P-001,6,911.58,1340.445,2024-08-01
CHINA-WAREHOUSE,MAT-0198,2024-09,1103.7,3466565.0,740.6,123.96,P-001,6,616.64,1957.085,2024-09-01
CHINA-WAREHOUSE,MAT-0198,2024-10,1767.75,5552626.0,148.175,272.28,P-001,6,-124.10499999999996,1832.98,2024-10-01
CHINA-WAREHOUSE,MAT-0198,2024-11,1384.875,4348828.0,0.0,778.62,P-001,6,-778.62,1054.3600000000001,2024-11-01
CHINA-WAREHOUSE,MAT-0198,2024-12,1632.25,5125272.0,0.0,0.33,P-001,6,-0.33,1054.0300000000002,2024-12-01
CHINA-WAREHOUSE,MAT-0199,2023-12,16.323999999999998,234245.0,0.0,0.0,P-002,3,0.0,0.0,2023-12-01
CHINA-WAREHOUSE,MAT-0199,2024-01,21.969,315253.0,0.0,0.0,P-002,3,0.0,0.0,2024-01-01
CHINA-WAREHOUSE,MAT-0199,2024-02,24.869,356868.0,0.0,0.0,P-002,3,0.0,0.0,2024-02-01
CHINA-WAREHOUSE,MAT-0199,2024-03,25.388,364316.0,0.0,0.0,P-002,3,0.0,0.0,2024-03-01
CHINA-WAREHOUSE,MAT-0199,2024-04,33.25,477145.0,0.0,0.0,P-002,3,0.0,0.0,2024-04-01
CHINA-WAREHOUSE,MAT-0199,2024-05,35.758,513127.0,0.0,0.0,P-002,3,0.0,0.0,2024-05-01
CHINA-WAREHOUSE,MAT-0199,2024-06,36.291,520776.0,0.0,0.0,P-002,3,0.0,0.0,2024-06-01
CHINA-WAREHOUSE,MAT-0199,2024-07,18.267,262139.0,0.0,20.84,P-002,3,-20.84,-20.84,2024-07-01
CHINA-WAREHOUSE,MAT-0199,2024-08,20.96,300783.0,0.0,0.0,P-002,3,0.0,-20.84,2024-08-01
CHINA-WAREHOUSE,MAT-0199,2024-09,15.52,222720.0,0.0,5.87,P-002,3,-5.87,-26.71,2024-09-01
CHINA-WAREHOUSE,MAT-0199,2024-10,17.887,256687.0,0.0,0.0,P-002,3,0.0,-26.71,2024-10-01
CHINA-WAREHOUSE,MAT-0199,2024-11,19.621,281560.0,0.0,0.0,P-002,3,0.0,-26.71,2024-11-01
CHINA-WAREHOUSE,MAT-0199,2024-12,22.894000000000002,328534.0,0.0,0.0,P-002,3,0.0,-26.71,2024-12-01
CHINA-WAREHOUSE,MAT-0200,2023-12,1.2,4488.0,0.0,0.0,P-001,8,0.0,0.0,2023-12-01
CHINA-WAREHOUSE,MAT-0200,2024-01,0.6,0.0,0.0,0.6,P-001,8,-0.6,-0.6,2024-01-01
CHINA-WAREHOUSE,MAT-0200,2024-02,0.6,2244.0,0.0,0.0,P-001,8,0.0,-0.6,2024-02-01
CHINA-WAREHOUSE,MAT-0200,2024-03,0.0,0.0,0.0,0.6,P-001,8,-0.6,-1.2,2024-03-01
CHINA-WAREHOUSE,MAT-0201,2023-12,821.55,8724863.0,0.0,0.0,P-002,4,0.0,0.0,2023-12-01
CHINA-WAREHOUSE,MAT-0201,2024-01,1051.75,11169587.0,357.0,125.89999999999999,P-002,4,231.10000000000002,231.10000000000002,2024-01-01
CHINA-WAREHOUSE,MAT-0201,2024-02,928.75,9863327.0,0.0,123.0,P-002,4,-123.0,108.10000000000002,2024-02-01
CHINA-WAREHOUSE,MAT-0201,2024-03,523.1,5555324.0,0.0,405.5,P-002,4,-405.5,-297.4,2024-03-01
CHINA-WAREHOUSE,MAT-0201,2024-04,396.125,4206849.0,0.0,126.88,P-002,4,-126.88,-424.28,2024-04-01
CHINA-WAREHOUSE,MAT-0201,2024-05,418.35,4442878.0,204.0,181.74,P-002,4,22.25999999999999,-402.02,2024-05-01
CHINA-WAREHOUSE,MAT-0201,2024-06,343.5,3647971.0,0.0,74.85,P-002,4,-74.85,-476.87,2024-06-01
CHINA-WAREHOUSE,MAT-0201,2024-07,631.5,6706531.0,306.0,18.0,P-002,4,288.0,-188.87,2024-07-01
CHINA-WAREHOUSE,MAT-0201,2024-08,557.3,5918526.0,0.0,74.08,P-002,4,-74.08,-262.95,2024-08-01
CHINA-WAREHOUSE,MAT-0201,2024-09,511.5,5432130.0,0.0,45.8,P-002,4,-45.8,-308.75,2024-09-01
CHINA-WAREHOUSE,MAT-0201,2024-10,419.9,4459338.0,0.0,91.61,P-002,4,-91.61,-400.36,2024-10-01
CHINA-WAREHOUSE,MAT-0201,2024-11,288.0,3058560.0,0.0,131.9,P-002,4,-131.9,-532.26,2024-11-01
CHINA-WAREHOUSE,MAT-0201,2024-12,208.35,2212677.0,0.0,79.6,P-002,4,-79.6,-611.86,2024-12-01
CHINA-WAREHOUSE,MAT-0202,2023-12,127.64999999999999,341585.0,46.75,0.0,P-001,6,46.75,46.75,2023-12-01
CHINA-WAREHOUSE,MAT-0202,2024-01,193.625,423624.0,24.75,5.5,P-001,6,19.25,66.0,2024-01-01
CHINA-WAREHOUSE,MAT-0202,2024-02,119.375,275866.0,0.0,74.25,P-001,6,-74.25,-8.25,2024-02-01
CHINA-WAREHOUSE,MAT-0202,2024-03,146.875,325119.0,0.0,0.0,P-001,6,0.0,-8.25,2024-03-01
CHINA-WAREHOUSE,MAT-0202,2024-04,111.125,275866.0,74.25,24.75,P-001,6,49.5,41.25,2024-04-01
CHINA-WAREHOUSE,MAT-0202,2024-05,177.125,352482.0,0.0,35.76,P-001,6,-35.76,5.490000000000002,2024-05-01
CHINA-WAREHOUSE,MAT-0202,2024-06,111.125,221141.0,0.0,66.02000000000001,P-001,6,-66.02000000000001,-60.53000000000001,2024-06-01
CHINA-WAREHOUSE,MAT-0202,2024-07,47.125,93779.0,0.0,63.269999999999996,P-001,6,-63.269999999999996,-123.80000000000001,2024-07-01
CHINA-WAREHOUSE,MAT-0202,2024-08,47.125,93779.0,0.0,0.0,P-001,6,0.0,-123.80000000000001,2024-08-01
CHINA-WAREHOUSE,MAT-0202,2024-09,47.125,93779.0,0.0,0.0,P-001,6,0.0,-123.80000000000001,2024-09-01
CHINA-WAREHOUSE,MAT-0202,2024-10,47.125,93779.0,0.0,0.0,P-001,6,0.0,-123.80000000000001,2024-10-01
CHINA-WAREHOUSE,MAT-0202,2024-11,46.0,91540.0,0.0,0.0,P-001,6,0.0,-123.80000000000001,2024-11-01
CHINA-WAREHOUSE,MAT-0202,2024-12,39.125,77859.0,0.0,8.01,P-001,6,-8.01,-131.81,2024-12-01
CHINA-WAREHOUSE,MAT-0203,2023-12,5.5,14685.0,0.0,0.0,P-002,12,0.0,0.0,2023-12-01
CHINA-WAREHOUSE,MAT-0203,2024-01,5.5,14685.0,0.0,0.0,P-002,12,0.0,0.0,2024-01-01
CHINA-WAREHOUSE,MAT-0204,2023-12,10.2,38148.0,0.0,0.0,P-002,8,0.0,0.0,2023-12-01
CHINA-WAREHOUSE,MAT-0204,2024-01,10.2,0.0,0.0,0.0,P-002,8,0.0,0.0,2024-01-01
CHINA-WAREHOUSE,MAT-0204,2024-02,10.2,0.0,0.0,0.0,P-002,8,0.0,0.0,2024-02-01
CHINA-WAREHOUSE,MAT-0204,2024-03,10.2,0.0,0.0,0.0,P-002,8,0.0,0.0,2024-03-01
CHINA-WAREHOUSE,MAT-0204,2024-04,10.2,0.0,0.0,0.0,P-002,8,0.0,0.0,2024-04-01
CHINA-WAREHOUSE,MAT-0204,2024-05,10.2,0.0,0.0,0.0,P-002,8,0.0,0.0,2024-05-01
CHINA-WAREHOUSE,MAT-0204,2024-06,10.2,0.0,0.0,0.0,P-002,8,0.0,0.0,2024-06-01
CHINA-WAREHOUSE,MAT-0204,2024-07,10.2,0.0,0.0,0.0,P-002,8,0.0,0.0,2024-07-01
CHINA-WAREHOUSE,MAT-0204,2024-08,10.2,0.0,0.0,0.0,P-002,8,0.0,0.0,2024-08-01
CHINA-WAREHOUSE,MAT-0204,2024-09,10.2,0.0,0.0,0.0,P-002,8,0.0,0.0,2024-09-01
CHINA-WAREHOUSE,MAT-0204,2024-10,10.2,0.0,0.0,0.0,P-002,8,0.0,0.0,2024-10-01
CHINA-WAREHOUSE,MAT-0204,2024-11,10.2,0.0,0.0,0.0,P-002,8,0.0,0.0,2024-11-01
CHINA-WAREHOUSE,MAT-0204,2024-12,10.2,38148.0,0.0,0.0,P-002,8,0.0,0.0,2024-12-01
CHINA-WAREHOUSE,MAT-0205,2023-12,0.325,1963.0,0.0,0.0,P-001,2,0.0,0.0,2023-12-01
CHINA-WAREHOUSE,MAT-0205,2024-01,0.386,2333.0,0.0,0.0,P-001,2,0.0,0.0,2024-01-01
CHINA-WAREHOUSE,MAT-0205,2024-02,0.686,4145.0,0.0,0.0,P-001,2,0.0,0.0,2024-02-01
CHINA-WAREHOUSE,MAT-0205,2024-03,0.626,3783.0,0.0,0.0,P-001,2,0.0,0.0,2024-03-01
CHINA-WAREHOUSE,MAT-0205,2024-04,0.924,5579.0,0.0,0.0,P-001,2,0.0,0.0,2024-04-01
CHINA-WAREHOUSE,MAT-0205,2024-05,0.972,5873.0,0.0,0.0,P-001,2,0.0,0.0,2024-05-01
CHINA-WAREHOUSE,MAT-0205,2024-06,0.057,342.0,0.0,0.96,P-001,2,-0.96,-0.96,2024-06-01
CHINA-WAREHOUSE,MAT-0205,2024-07,0.157,946.0,0.0,0.0,P-001,2,0.0,-0.96,2024-07-01
CHINA-WAREHOUSE,MAT-0205,2024-08,0.157,946.0,0.0,0.0,P-001,2,0.0,-0.96,2024-08-01
CHINA-WAREHOUSE,MAT-0205,2024-09,0.0,0.0,0.0,0.15,P-001,2,-0.15,-1.1099999999999999,2024-09-01
CHINA-WAREHOUSE,MAT-0206,2023-12,839.175,13594635.0,0.0,0.0,P-002,4,0.0,0.0,2023-12-01
CHINA-WAREHOUSE,MAT-0206,2024-01,590.5,9566100.0,0.0,248.6,P-002,4,-248.6,-248.6,2024-01-01
CHINA-WAREHOUSE,MAT-0206,2024-02,498.775,8080155.0,0.0,91.73,P-002,4,-91.73,-340.33,2024-02-01
CHINA-WAREHOUSE,MAT-0206,2024-03,378.575,6072343.0,21.25,141.28,P-002,4,-120.03,-460.36,2024-03-01
CHINA-WAREHOUSE,MAT-0206,2024-04,234.575,3762583.0,0.0,143.83,P-002,4,-143.83,-604.19,2024-04-01
CHINA-WAREHOUSE,MAT-0206,2024-05,146.3,2346652.0,0.0,87.88,P-002,4,-87.88,-692.0699999999999,2024-05-01
CHINA-WAREHOUSE,MAT-0206,2024-06,71.1,1140444.0,0.0,75.2,P-002,4,-75.2,-767.27,2024-06-01
CHINA-WAREHOUSE,MAT-0206,2024-07,57.075,915483.0,0.0,14.03,P-002,4,-14.03,-781.3,2024-07-01
CHINA-WAREHOUSE,MAT-0206,2024-08,56.4,904656.0,0.0,0.6900000000000001,P-002,4,-0.6900000000000001,-781.99,2024-08-01
CHINA-WAREHOUSE,MAT-0206,2024-09,272.3,3493610.0,990.0,54.01,P-002,4,935.99,154.0,2024-09-01
CHINA-WAREHOUSE,MAT-0206,2024-10,818.225,10497827.0,0.0,173.81,P-002,4,-173.81,-19.810000000000002,2024-10-01
CHINA-WAREHOUSE,MAT-0206,2024-11,658.35,8446631.0,0.0,159.87,P-002,4,-159.87,-179.68,2024-11-01
CHINA-WAREHOUSE,MAT-0206,2024-12,600.075,7764972.0,157.5,215.49,P-002,4,-57.99000000000001,-237.67000000000002,2024-12-01
CHINA-WAREHOUSE,MAT-0207,2023-12,23.375,47685.0,24.75,0.0,P-001,4,24.75,24.75,2023-12-01
CHINA-WAREHOUSE,MAT-0207,2024-01,48.125,98175.0,0.0,0.0,P-001,4,0.0,24.75,2024-01-01
CHINA-WAREHOUSE,MAT-0207,2024-02,42.625,86955.0,0.0,5.5,P-001,4,-5.5,19.25,2024-02-01
CHINA-WAREHOUSE,MAT-0207,2024-03,41.25,84150.0,23.375,1.38,P-001,4,21.995,41.245000000000005,2024-03-01
CHINA-WAREHOUSE,MAT-0207,2024-04,39.25,80070.0,0.0,2.0,P-001,4,-2.0,39.245000000000005,2024-04-01
CHINA-WAREHOUSE,MAT-0207,2024-05,59.3,120972.0,0.0,3.25,P-001,4,-3.25,35.995000000000005,2024-05-01
CHINA-WAREHOUSE,MAT-0207,2024-06,59.3,120972.0,0.0,0.0,P-001,4,0.0,35.995000000000005,2024-06-01
CHINA-WAREHOUSE,MAT-0207,2024-07,53.8,109752.0,0.0,5.5,P-001,4,-5.5,30.495,2024-07-01
CHINA-WAREHOUSE,MAT-0207,2024-08,53.8,109752.0,0.0,0.0,P-001,4,0.0,30.495,2024-08-01
CHINA-WAREHOUSE,MAT-0207,2024-09,53.8,109752.0,0.0,0.0,P-001,4,0.0,30.495,2024-09-01
CHINA-WAREHOUSE,MAT-0207,2024-10,53.8,109752.0,148.5,0.0,P-001,4,148.5,178.995,2024-10-01
CHINA-WAREHOUSE,MAT-0207,2024-11,103.275,210681.0,0.0,99.00999999999999,P-001,4,-99.00999999999999,79.98500000000001,2024-11-01
CHINA-WAREHOUSE,MAT-0207,2024-12,52.775,107661.0,0.0,50.51,P-001,4,-50.51,29.475000000000016,2024-12-01
CHINA-WAREHOUSE,MAT-0208,2024-06,1.375,9433.0,1.375,0.0,P-001,6,1.375,1.375,2024-06-01
CHINA-WAREHOUSE,MAT-0208,2024-08,0.0,0.0,2.75,0.0,P-001,6,2.75,4.125,2024-08-01
CHINA-WAREHOUSE,MAT-0208,2024-11,0.0,0.0,0.0,4.14,P-001,6,-4.14,-0.01499999999999968,2024-11-01
CHINA-WAREHOUSE,MAT-0209,2024-07,0.30000000000000004,942.0,0.30000000000000004,0.0,P-001,8,0.30000000000000004,0.30000000000000004,2024-07-01
CHINA-WAREHOUSE,MAT-0209,2024-11,0.0,0.0,0.0,0.30000000000000004,P-001,8,-0.30000000000000004,0.0,2024-11-01
CHINA-WAREHOUSE,MAT-0213,2023-12,92.025,257670.0,0.0,0.0,P-002,8,0.0,0.0,2023-12-01
CHINA-WAREHOUSE,MAT-0213,2024-01,92.025,257670.0,0.0,0.0,P-002,8,0.0,0.0,2024-01-01
CHINA-WAREHOUSE,MAT-0214,2023-12,5.025,32311.0,0.0,0.0,P-001,6,0.0,0.0,2023-12-01
CHINA-WAREHOUSE,MAT-0214,2024-01,5.025,0.0,0.0,0.0,P-001,6,0.0,0.0,2024-01-01
CHINA-WAREHOUSE,MAT-0214,2024-02,5.025,0.0,0.0,0.0,P-001,6,0.0,0.0,2024-02-01
CHINA-WAREHOUSE,MAT-0214,2024-03,5.025,32311.0,0.0,0.0,P-001,6,0.0,0.0,2024-03-01
CHINA-WAREHOUSE,MAT-0214,2024-04,5.05,32468.0,0.0,0.0,P-001,6,0.0,0.0,2024-04-01
CHINA-WAREHOUSE,MAT-0214,2024-05,5.206,33473.0,0.0,0.0,P-001,6,0.0,0.0,2024-05-01
CHINA-WAREHOUSE,MAT-0214,2024-06,0.047,299.0,0.0,5.2,P-001,6,-5.2,-5.2,2024-06-01
CHINA-WAREHOUSE,MAT-0214,2024-07,0.144,923.0,0.0,0.0,P-001,6,0.0,-5.2,2024-07-01
CHINA-WAREHOUSE,MAT-0214,2024-08,0.23,1477.0,0.0,0.0,P-001,6,0.0,-5.2,2024-08-01
CHINA-WAREHOUSE,MAT-0214,2024-09,0.333,2143.0,0.0,0.22999999999999998,P-001,6,-0.22999999999999998,-5.43,2024-09-01
CHINA-WAREHOUSE,MAT-0214,2024-10,0.464,2982.0,0.0,0.0,P-001,6,0.0,-5.43,2024-10-01
CHINA-WAREHOUSE,MAT-0214,2024-11,0.513,3301.0,0.0,0.0,P-001,6,0.0,-5.43,2024-11-01
CHINA-WAREHOUSE,MAT-0214,2024-12,0.535,3439.0,0.0,0.0,P-001,6,0.0,-5.43,2024-12-01
CHINA-WAREHOUSE,MAT-0215,2023-12,106.8,341760.0,0.0,0.0,P-001,4,0.0,0.0,2023-12-01
CHINA-WAREHOUSE,MAT-0215,2024-01,106.8,399433.0,0.0,0.0,P-001,4,0.0,0.0,2024-01-01
CHINA-WAREHOUSE,MAT-0215,2024-02,106.8,341760.0,0.0,0.0,P-001,4,0.0,0.0,2024-02-01
CHINA-WAREHOUSE,MAT-0215,2024-03,106.725,341520.0,0.0,0.0,P-001,4,0.0,0.0,2024-03-01
CHINA-WAREHOUSE,MAT-0215,2024-04,7.699999999999999,24640.0,0.0,99.03,P-001,4,-99.03,-99.03,2024-04-01
CHINA-WAREHOUSE,MAT-0215,2024-05,7.699999999999999,24640.0,0.0,0.0,P-001,4,0.0,-99.03,2024-05-01
CHINA-WAREHOUSE,MAT-0215,2024-06,7.699999999999999,24640.0,0.0,0.0,P-001,4,0.0,-99.03,2024-06-01
CHINA-WAREHOUSE,MAT-0215,2024-07,7.699999999999999,24640.0,0.0,0.0,P-001,4,0.0,-99.03,2024-07-01
CHINA-WAREHOUSE,MAT-0215,2024-08,7.699999999999999,24640.0,0.0,0.0,P-001,4,0.0,-99.03,2024-08-01
CHINA-WAREHOUSE,MAT-0215,2024-09,0.0,0.0,0.0,7.710000000000001,P-001,4,-7.710000000000001,-106.74000000000001,2024-09-01
CHINA-WAREHOUSE,MAT-0216,2023-12,18.52,341138.0,0.0,0.0,P-002,5,0.0,0.0,2023-12-01
CHINA-WAREHOUSE,MAT-0216,2024-01,18.52,0.0,0.0,0.0,P-002,5,0.0,0.0,2024-01-01
CHINA-WAREHOUSE,MAT-0216,2024-02,18.52,0.0,0.0,0.0,P-002,5,0.0,0.0,2024-02-01
CHINA-WAREHOUSE,MAT-0216,2024-03,18.52,0.0,0.0,0.0,P-002,5,0.0,0.0,2024-03-01
CHINA-WAREHOUSE,MAT-0216,2024-11,0.0,0.0,0.0,18.52,P-002,5,-18.52,-18.52,2024-11-01
CHINA-WAREHOUSE,MAT-0217,2023-12,153.7,608652.0,0.0,0.0,P-002,6,0.0,0.0,2023-12-01
CHINA-WAREHOUSE,MAT-0217,2024-01,153.7,0.0,0.0,0.0,P-002,6,0.0,0.0,2024-01-01
CHINA-WAREHOUSE,MAT-0217,2024-02,153.7,608652.0,0.0,0.0,P-002,6,0.0,0.0,2024-02-01
CHINA-WAREHOUSE,MAT-0217,2024-03,153.3,607068.0,0.0,0.4,P-002,6,-0.4,-0.4,2024-03-01
CHINA-WAREHOUSE,MAT-0217,2024-04,153.3,607068.0,0.0,0.0,P-002,6,0.0,-0.4,2024-04-01
CHINA-WAREHOUSE,MAT-0217,2024-05,153.275,606969.0,0.0,0.03,P-002,6,-0.03,-0.43000000000000005,2024-05-01
CHINA-WAREHOUSE,MAT-0217,2024-06,153.25,606870.0,0.0,0.03,P-002,6,-0.03,-0.46,2024-06-01
CHINA-WAREHOUSE,MAT-0217,2024-07,150.2,594792.0,0.0,3.05,P-002,6,-3.05,-3.51,2024-07-01
CHINA-WAREHOUSE,MAT-0217,2024-08,150.2,594792.0,0.0,0.0,P-002,6,0.0,-3.51,2024-08-01
CHINA-WAREHOUSE,MAT-0217,2024-09,0.0,0.0,0.0,150.2,P-002,6,-150.2,-153.70999999999998,2024-09-01
CHINA-WAREHOUSE,MAT-0217,2024-12,12.0,47520.0,12.0,0.0,P-002,6,12.0,-141.70999999999998,2024-12-01
CHINA-WAREHOUSE,MAT-0218,2023-12,0.0,0.0,24.75,0.0,P-001,4,24.75,24.75,2023-12-01
CHINA-WAREHOUSE,MAT-0218,2024-01,0.0,0.0,23.375,0.0,P-001,4,23.375,48.125,2024-01-01
CHINA-WAREHOUSE,MAT-0218,2024-02,0.0,0.0,23.375,24.75,P-001,4,-1.375,46.75,2024-02-01
CHINA-WAREHOUSE,MAT-0218,2024-03,11.75,86363.0,0.0,11.629999999999999,P-001,4,-11.629999999999999,35.120000000000005,2024-03-01
CHINA-WAREHOUSE,MAT-0218,2024-04,0.75,5513.0,0.0,34.400000000000006,P-001,4,-34.400000000000006,0.7199999999999989,2024-04-01
CHINA-WAREHOUSE,MAT-0218,2024-05,0.75,5513.0,0.0,0.0,P-001,4,0.0,0.7199999999999989,2024-05-01
CHINA-WAREHOUSE,MAT-0218,2024-06,0.75,5513.0,0.0,0.0,P-001,4,0.0,0.7199999999999989,2024-06-01
CHINA-WAREHOUSE,MAT-0218,2024-07,0.75,5513.0,0.0,0.0,P-001,4,0.0,0.7199999999999989,2024-07-01
CHINA-WAREHOUSE,MAT-0218,2024-08,0.75,5513.0,0.0,0.0,P-001,4,0.0,0.7199999999999989,2024-08-01
CHINA-WAREHOUSE,MAT-0218,2024-09,0.75,5513.0,0.0,0.0,P-001,4,0.0,0.7199999999999989,2024-09-01
CHINA-WAREHOUSE,MAT-0218,2024-10,0.75,5513.0,0.0,0.0,P-001,4,0.0,0.7199999999999989,2024-10-01
CHINA-WAREHOUSE,MAT-0218,2024-11,0.75,5513.0,0.0,0.0,P-001,4,0.0,0.7199999999999989,2024-11-01
CHINA-WAREHOUSE,MAT-0218,2024-12,0.5,3675.0,0.0,0.25,P-001,4,-0.25,0.46999999999999886,2024-12-01
CHINA-WAREHOUSE,MAT-0219,2024-12,0.02,11.0,0.0,0.0,P-002,6,0.0,0.0,2024-12-01
CHINA-WAREHOUSE,MAT-0220,2024-12,420.725,3193303.0,123.75,0.0,P-001,2,123.75,123.75,2024-12-01
CHINA-WAREHOUSE,MAT-0229,2023-11,0.0,0.0,247.5,0.0,P-001,5,247.5,247.5,2023-11-01
CHINA-WAREHOUSE,MAT-0229,2023-12,251.175,788692.0,346.5,0.0,P-001,5,346.5,594.0,2023-12-01
CHINA-WAREHOUSE,MAT-0229,2024-01,173.175,543770.0,0.0,424.4,P-001,5,-424.4,169.60000000000002,2024-01-01
CHINA-WAREHOUSE,MAT-0229,2024-02,222.375,698258.0,0.0,198.01,P-001,5,-198.01,-28.409999999999968,2024-02-01
CHINA-WAREHOUSE,MAT-0229,2024-03,122.05,383238.0,742.5,100.31,P-001,5,642.19,613.7800000000001,2024-03-01
CHINA-WAREHOUSE,MAT-0229,2024-04,446.07500000000005,1400677.0,1089.0,170.77,P-001,5,918.23,1532.0100000000002,2024-04-01
CHINA-WAREHOUSE,MAT-0229,2024-05,167.85,527050.0,693.0,525.66,P-001,5,167.34000000000003,1699.3500000000001,2024-05-01
CHINA-WAREHOUSE,MAT-0229,2024-06,1435.325,4506929.0,148.5,663.0699999999999,P-001,5,-514.5699999999999,1184.7800000000002,2024-06-01
CHINA-WAREHOUSE,MAT-0229,2024-07,1474.95,4631352.0,247.5,207.71,P-001,5,39.78999999999999,1224.5700000000002,2024-07-01
CHINA-WAREHOUSE,MAT-0229,2024-08,524.2,1645990.0,495.0,703.15,P-001,5,-208.14999999999998,1016.4200000000002,2024-08-01
CHINA-WAREHOUSE,MAT-0229,2024-09,50.45,158413.0,618.75,968.47,P-001,5,-349.72,666.7000000000002,2024-09-01
CHINA-WAREHOUSE,MAT-0229,2024-10,58.55,183848.0,148.5,486.8,P-001,5,-338.3,328.40000000000015,2024-10-01
CHINA-WAREHOUSE,MAT-0229,2024-11,50.25,157786.0,668.25,429.04,P-001,5,239.20999999999998,567.6100000000001,2024-11-01
CHINA-WAREHOUSE,MAT-0229,2024-12,2723.225,8550941.0,0.0,99.01,P-001,5,-99.01,468.60000000000014,2024-12-01
CHINA-WAREHOUSE,MAT-0230,2024-10,12.325,74443.0,0.0,0.0,P-001,6,0.0,0.0,2024-10-01
CHINA-WAREHOUSE,MAT-0230,2024-11,0.0,0.0,0.0,12.33,P-001,6,-12.33,-12.33,2024-11-01
CHINA-WAREHOUSE,MAT-0231,2024-03,0.0,0.0,24.75,0.0,P-001,7,24.75,24.75,2024-03-01
CHINA-WAREHOUSE,MAT-0231,2024-04,24.75,50490.0,0.0,0.0,P-001,7,0.0,24.75,2024-04-01
CHINA-WAREHOUSE,MAT-0231,2024-05,23.375,47685.0,0.0,1.38,P-001,7,-1.38,23.37,2024-05-01
CHINA-WAREHOUSE,MAT-0231,2024-06,17.725,36159.0,0.0,5.65,P-001,7,-5.65,17.72,2024-06-01
CHINA-WAREHOUSE,MAT-0231,2024-07,6.725,13719.0,0.0,11.01,P-001,7,-11.01,6.710000000000001,2024-07-01
CHINA-WAREHOUSE,MAT-0231,2024-08,6.125,12495.0,0.0,0.6,P-001,7,-0.6,6.110000000000001,2024-08-01
CHINA-WAREHOUSE,MAT-0231,2024-09,0.025,102.0,0.0,6.09,P-001,7,-6.09,0.02000000000000135,2024-09-01
CHINA-WAREHOUSE,MAT-0231,2024-10,0.025,102.0,0.0,0.0,P-001,7,0.0,0.02000000000000135,2024-10-01
CHINA-WAREHOUSE,MAT-0231,2024-11,0.025,102.0,0.0,0.0,P-001,7,0.0,0.02000000000000135,2024-11-01
CHINA-WAREHOUSE,MAT-0231,2024-12,0.025,102.0,0.0,0.0,P-001,7,0.0,0.02000000000000135,2024-12-01
CHINA-WAREHOUSE,MAT-0232,2024-07,222.75,1015740.0,222.75,0.0,P-001,8,222.75,222.75,2024-07-01
CHINA-WAREHOUSE,MAT-0232,2024-08,222.7,1015512.0,148.5,0.05,P-001,8,148.45,371.2,2024-08-01
CHINA-WAREHOUSE,MAT-0232,2024-09,351.175,1601358.0,0.0,19.96,P-001,8,-19.96,351.24,2024-09-01
CHINA-WAREHOUSE,MAT-0232,2024-10,139.9,637944.0,346.5,211.3,P-001,8,135.2,486.43999999999994,2024-10-01
CHINA-WAREHOUSE,MAT-0232,2024-11,660.4749999999999,3080736.0,1089.0,157.18,P-001,8,931.8199999999999,1418.2599999999998,2024-11-01
CHINA-WAREHOUSE,MAT-0232,2024-12,1474.275,6791664.0,99.0,423.56,P-001,8,-324.56,1093.6999999999998,2024-12-01
CHINA-WAREHOUSE,MAT-0233,2023-12,6.6,26136.0,0.0,0.0,P-002,12,0.0,0.0,2023-12-01
